"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000249,Pieza fontaneria tipo 1,,,,,"0,00 €","0,00 €",,,"0,00 €","1,40","0,00 USD","0,00 USD","0,00 USD",,UNIDAD,1,,,1,"0,00 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000250,"Tapon laton 1"" RM",,,,"2,25 €","1,13 €","1,41 €",,,"1,61 €","1,40","2,26 USD","2,71 USD","3,38 USD",,UNIDAD,2,,,1,"5,41 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000251,Abrazadera isofonica D22,,,,"0,85 €","0,43 €","0,53 €",,,"0,61 €","1,40","0,85 USD","1,02 USD","1,28 USD",,UNIDAD,165,,,1,"168,75 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000252,Abrazadera isofonica doble D22,,,,"1,24 €","0,62 €","0,78 €",,,"0,89 €","1,40","1,24 USD","1,49 USD","1,86 USD",,UNIDAD,80,,,1,"119,36 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,PVC,C,0000000253,Reduccion PVC EVA D110 a D40,,,,"2,30 €","1,15 €","1,44 €",,,"1,65 €","1,40","2,31 USD","2,77 USD","3,46 USD",,UNIDAD,1,,,1,"2,77 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,PVC,C,0000000254,Reduccion PVC EVA D110 D40 D50,,,,"3,75 €","1,88 €","2,34 €",,,"2,69 €","1,40","3,76 USD","4,51 USD","5,64 USD",,UNIDAD,1,,,1,"4,51 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000255,Abrazadera metalica D25,,,,"0,77 €","0,39 €","0,48 €",,,"0,55 €","1,40","0,77 USD","0,93 USD","1,16 USD",,UNIDAD,132,,,1,122 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000256,Abrazadera sin fin D50 D70,,,,"0,45 €","0,23 €","0,28 €",,,"0,32 €","1,40","0,45 USD","0,54 USD","0,68 USD",,UNIDAD,15,,,1,8 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000257,Abrazadera isofonica D28,,,,"0,91 €","0,46 €","0,57 €",,,"0,65 €","1,40","0,91 USD","1,09 USD","1,37 USD",,UNIDAD,69,,,1,76 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000258,Abrazadera galvanizada D20,,,,"0,72 €","0,36 €","0,45 €",,,"0,52 €","1,40","0,72 USD","0,87 USD","1,08 USD",,UNIDAD,305,,,1,264 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000259,Abrazadera galvanizada D12,,,,"0,68 €","0,34 €","0,43 €",,,"0,49 €","1,40","0,68 USD","0,82 USD","1,02 USD",,UNIDAD,57,,,1,47 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,C,0000000260,Abrazadera rejiband,,,,"0,68 €","0,34 €","0,43 €",,,"0,49 €","1,40","0,68 USD","0,82 USD","1,02 USD",,UNIDAD,63,,,1,52 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000261,"Codo 90º CD D20 a 3/4"" RH",,,,"10,14 €","5,07 €","6,34 €",,,"7,26 €","1,40","10,17 USD","12,20 USD","15,25 USD",,UNIDAD,22,,,1,268 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000262,Casquillo simple CD D20,,,,"1,22 €","0,61 €","0,76 €",,,"0,87 €","1,40","1,22 USD","1,47 USD","1,83 USD",,UNIDAD,113,,,1,"165,87 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000263,"Entronque CD D16 a 1/2"" RM",,,,"2,61 €","1,31 €","1,63 €",,,"1,87 €","1,40","2,62 USD","3,14 USD","3,93 USD",,UNIDAD,46,,,1,"144,45 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000264,"Racor loco CD D25 a 3/4""",,,,"5,41 €","2,71 €","3,38 €",,,"3,87 €","1,40","5,42 USD","6,51 USD","8,14 USD",,UNIDAD,66,,,1,430 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000265,Te CD D25,,,,"14,99 €","7,50 €","9,37 €",,,"10,74 €","1,40","15,03 USD","18,04 USD","22,54 USD",,UNIDAD,24,,,1,433 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000266,Manguito CD D25,,,,"8,07 €","4,04 €","5,04 €",,,"5,78 €","1,40","8,09 USD","9,71 USD","12,14 USD",,UNIDAD,26,,,1,252 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000267,"Entronque CD D25 a 3/4"" RH",,,,"6,17 €","3,09 €","3,86 €",,,"4,42 €","1,40","6,19 USD","7,42 USD","9,28 USD",,UNIDAD,22,,,1,"163,32 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000268,"Racor loco CD D20 a 1/2""",,,,"2,63 €","1,32 €","1,64 €",,,"1,88 €","1,40","2,64 USD","3,16 USD","3,96 USD",,UNIDAD,43,,,1,"136,07 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000269,Reduccion CD D25 a D16,,,,"7,41 €","3,71 €","4,63 €",,,"5,31 €","1,40","7,43 USD","8,92 USD","11,14 USD",,UNIDAD,22,,,1,"196,14 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000270,"Entronque CD D25 a 3/4"" RM",,,,"6,09 €","3,05 €","3,81 €",,,"4,36 €","1,40","6,11 USD","7,33 USD","9,16 USD",,UNIDAD,48,,,1,352 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000271,Te CD D16,,,,"5,93 €","2,97 €","3,71 €",,,"4,25 €","1,40","5,95 USD","7,13 USD","8,92 USD",,UNIDAD,48,,,1,342 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,ETAPS,BOMBAS,C,0000000272,Cuadro marcha bombas grundfos,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,2,,,1,0 USD,,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000273,Te CD D20,,,,"6,56 €","3,28 €","4,10 €",,,"4,70 €","1,40","6,58 USD","7,89 USD","9,87 USD",,UNIDAD,54,,,1,426 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000274,"Te CD D20-1/2""RH-D20",,,,"6,99 €","3,50 €","4,37 €",,,"5,01 €","1,40","7,01 USD","8,41 USD","10,51 USD",,UNIDAD,22,,,1,"185,02 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000275,Casquillo simple CD D16,,,,"0,93 €","0,47 €","0,58 €",,,"0,67 €","1,40","0,93 USD","1,12 USD","1,40 USD",,UNIDAD,323,,,1,361 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000276,Te CD D25-D20-D20,,,,"13,59 €","6,80 €","8,49 €",,,"9,73 €","1,40","13,63 USD","16,35 USD","20,44 USD",,UNIDAD,20,,,1,327 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000277,Codo 90º CD D25,,,,"9,05 €","4,53 €","5,66 €",,,"6,48 €","1,40","9,07 USD","10,89 USD","13,61 USD",,UNIDAD,19,,,1,207 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000278,Casquillo simple CD D25,,,,"2,06 €","1,03 €","1,29 €",,,"1,48 €","1,40","2,07 USD","2,48 USD","3,10 USD",,UNIDAD,206,,,1,511 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000279,"Racor loco CD D16 a 1/2""",,,,"2,48 €","1,24 €","1,55 €",,,"1,78 €","1,40","2,49 USD","2,98 USD","3,73 USD",,UNIDAD,51,,,1,"152,18 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000280,"Colector laton 3/4"" 2 Salidas 1/2""",,,,"13,45 €","6,73 €","8,41 €",,,"9,63 €","1,40","13,49 USD","16,18 USD","20,23 USD",,UNIDAD,24,,,1,388 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000281,Colector CD D25 D20+ 3D16,,,,"17,23 €","8,62 €","10,77 €",,,"12,34 €","1,40","17,28 USD","20,73 USD","25,91 USD",,UNIDAD,10,,,1,207 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000282,Cruz CD 2D20++2D16,,,,"15,62 €","7,81 €","9,76 €",,,"11,19 €","1,40","15,66 USD","18,79 USD","23,49 USD",,UNIDAD,10,,,1,"187,94 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000283,Codo 90º CD D20,,,,"4,87 €","2,44 €","3,04 €",,,"3,49 €","1,40","4,88 USD","5,86 USD","7,32 USD",,UNIDAD,18,,,1,"105,47 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000284,"Entronque CD D20 a 1/2"" RM",,,,"2,82 €","1,41 €","1,76 €",,,"2,02 €","1,40","2,83 USD","3,39 USD","4,24 USD",,UNIDAD,5,,,1,"16,96 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000285,"Machon reducido  laton 3/4"" a 1/2""",,,,"1,57 €","0,79 €","0,98 €",,,"1,12 €","1,40","1,57 USD","1,89 USD","2,36 USD",,UNIDAD,22,,,1,"41,56 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000286,Codo 90º CD D16,,,,"7,34 €","3,67 €","4,59 €",,,"5,26 €","1,40","7,36 USD","8,83 USD","11,04 USD",,UNIDAD,2,,,1,"17,66 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000287,"Colector laton 3/4"" 3 salidas 1/2""",,,,"17,87 €","8,94 €","11,17 €",,,"12,80 €","1,40","17,92 USD","21,50 USD","26,88 USD",,UNIDAD,3,,,1,"64,50 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000288,"Codo 90º CD Fijacion D16 a 1/2"" RH",,,,"3,05 €","1,53 €","1,91 €",,,"2,18 €","1,40","3,06 USD","3,67 USD","4,59 USD",,UNIDAD,76,,,1,279 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,LATON,C,0000000289,Pieza laton apriete rapido,,,,"12,58 €","6,29 €","7,86 €",,,"9,01 €","1,40","12,61 USD","15,14 USD","18,92 USD",,UNIDAD,8,,,1,"121,09 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000290,Te CD D25-D16-D25,,,,"14,36 €","7,18 €","8,98 €",,,"10,28 €","1,40","14,40 USD","17,28 USD","21,60 USD",,UNIDAD,69,,,1,1.192 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000291,"Entronque CD D20 a 1/2""RH",,,,"3,42 €","1,71 €","2,14 €",,,"2,45 €","1,40","3,43 USD","4,11 USD","5,14 USD",,UNIDAD,22,,,1,"90,53 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000292,Te CD D25-D20-D25,,,,"14,51 €","7,26 €","9,07 €",,,"10,39 €","1,40","14,55 USD","17,46 USD","21,82 USD",,UNIDAD,97,,,1,1.693 USD,Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000293,Manguito CD D16,,,,"3,05 €","1,53 €","1,91 €",,,"2,18 €","1,40","3,06 USD","3,67 USD","4,59 USD",,UNIDAD,25,,,1,"91,74 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000294,Manguito CD D20,,,,"3,79 €","1,90 €","2,37 €",,,"2,71 €","1,40","3,80 USD","4,56 USD","5,70 USD",,UNIDAD,17,,,1,"77,52 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000295,Manguito reducido CD D20 D16,,,,"4,71 €","2,36 €","2,94 €",,,"3,37 €","1,40","4,72 USD","5,67 USD","7,08 USD",,UNIDAD,3,,,1,"17,00 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000296,Llave corte CD D16,,,,"16,28 €","8,14 €","10,18 €",,,"11,66 €","1,40","16,32 USD","19,59 USD","24,48 USD",,UNIDAD,4,,,1,"78,35 USD",Tarifa SALTOKI,,,,,,,,,,
52,TPHU - 822729 - 6     (Cor: Vermelha ) de 20P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,CASQUILLO DESLIZANTE,C,0000000478,"Codo 90º CD Fijacion D20 a 1/2"" RH",,,,"7,67 €","3,84 €","4,79 €",,,"5,49 €","1,40","7,69 USD","9,23 USD","11,54 USD",,UNIDAD,77,,,1,711 USD,Tarifa SALTOKI,,,,,,,,,,
56,NOWU - 452807  - 0     (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,TUBOS,A,0000000319,"Tubo PVC 75x3,6 PN10",,,,,,2 €,,,"1,97 €","1,40",3 USD,3 USD,"4,14 USD",,METRO,2250,,,1,7.450 USD,FRA. 12.013.12,,,,,m3,,,,,
61,MSCU - 455713  - 5     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000320,"Cable 1x16mm2 Al 0,6/1kV (m)",,,,"0,67 €","0,34 €","0,42 €",,,"0,48 €","1,40",1 USD,1 USD,"1,01 USD",,METRO,2000,,,1,1.612 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
61,MSCU - 455713  - 5     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000321,Tubo corrugado D50 (m),,,,,,1 €,,,"0,57 €","1,40",1 USD,1 USD,"1,20 USD",,METRO,1200,,,1,1.155 USD,FRA. 13.022.13,,,,,m3,,,,,
65,MSCU - 454789  - 9     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000020,Trafo  400 kVA 15kV,,,,,"4.650,00 €",5.813 €,,,6.660 €,"1,40",9.325 USD,11.190 USD,13.987 €,,UNIDAD,3,,,1,33.569 USD,TARIFA TESAR 2013,,,,,m3,,,,,
65,MSCU - 454789  - 9     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000030,Trafo  630 kVA 15kV,,,,,"5.775,00 €",7.219 €,,,8.272 €,"1,40",11.581 USD,13.897 USD,17.371 €,,UNIDAD,3,,,1,41.690 USD,TARIFA TESAR 2013,,,,,m3,,,,,
65,MSCU - 454789  - 9     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000036,Trafo  100 kVA 15kV,,,,,"2.450,00 €",3.063 €,,,3.509 €,"1,40",4.913 USD,5.896 USD,7.369 €,,UNIDAD,1,,,1,5.896 USD,TARIFA TESAR 2013,,,,,m3,,,,,
65,MSCU - 454789  - 9     (Cor: Amarelo ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000038,Trafo  50 kVA 15kV,,,,,"1.900,00 €",2.375 €,,,2.721 €,"1,40",3.810 USD,4.572 USD,5.715 €,,UNIDAD,1,,,1,4.572 USD,TARIFA TESAR 2013,,,,,m3,,,,,
66,GSTU - 767791  - 4     (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000407,Celda 2L+1T 36kV,,,,,,10.508 €,744 €,"7,08%",11.252 €,"1,40",15.753 USD,18.904 USD,23.630 €,,UNIDAD,15,,,1,283.559 USD,FRA. 9.052.09,3.360 €,18.173 €,1.702 €,"2,230",m3,"3,204%","2,230",1,"69,610","333,79 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000498,Cuadro IDE GN504020 IP66  500X400X200,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000488,Inversor PHOENIX inverter 24V 3000VA,,,,,,1.211 €,,,"1.387,50 €","1,40",1.943 USD,2.331 USD,"2.913,76 USD",,UNIDAD,3,,,1,6.993 USD,FRA.12.006.12,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000486,Inversor PHOENIX inverter 24V 1200VA,,,,,,504 €,"12,34 €","2,45%",516 €,"1,40",723 USD,867 USD,1.084 USD,,UNIDAD,34,,,1,29.494 USD,FRA. 11.059.11,3.112 €,6.400 €,500 €,"0,052",m3,"0,123%","0,310",6,"41,91","238,89 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,REGULADORES,A,0000000487,Display regulador Xantrex C12 a C60,,,,,,"67,50 €",,,"77,35 €","1,40",108 USD,130 USD,"162,43 USD",,UNIDAD,2,,,1,260 USD,FRA. 11.012.11,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,BATERIAS,A,0000000485,Bateria solar 12V 230 Ah,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,1,0 USD,,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000489,Inversor PHOENIX inverter 48V 5000VA,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000490,Inversor PHOENIX inverter 12V 3000VA,,,,,,1.215 €,"11,94 €","0,98%",1.227 €,"1,40",1.718 USD,2.061 USD,2.577 USD,,UNIDAD,3,,,1,6.184 USD,FRA. 11.059.11,3.112 €,6.400 €,500 €,"0,050",m3,"0,119%","0,050",1,"41,91","238,89 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000491,Inversor PHOENIX inverter 48V 3000VA,,,,,,1.215 €,"3,19 €","0,26%",1.218 €,"1,40",1.705 USD,2.047 USD,2.558 USD,,UNIDAD,1,,,1,2.047 USD,FRA. 11.059.11,3.112 €,6.400 €,500 €,"0,013",m3,"0,032%","0,040",3,"41,91","238,89 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,INVERSORES,A,0000000492,Inversor PHOENIX inverter 24V 2000VA,,,,,,758 €,,,869 €,"1,40",1.216 USD,1.459 USD,1.824 USD,,UNIDAD,4,,,1,5.837 USD,FRA. 12.036.12,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,REGULADORES,A,0000000493,Regulador MPPT 12/24VDC 40A,,,,,,207 €,,,237 €,"1,40",332 USD,398 USD,498 USD,,UNIDAD,17,,,1,6.774 USD,FRA. 12.036.12,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CAPTADORES,A,0000000494,Captador solar plano PA-F  219x128cm CR12ALS8,,,,,,"250,00 €",,,"286,47 €","1,40",401 USD,481 USD,"601,59 USD",,UNIDAD,8,,,1,3.850 USD,FRA. 9.076.08,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,BATERIAS,A,0000000495,Bateria solar  2V 940 Ah,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,20,,,1,0 USD,,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,BATERIAS,A,0000000496,Soporte para 12 baterias de 2V,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,5,,,1,0 USD,,,,,,m3,,,,,
